"Player","Team","POS","ATT","YDS","TDS","REC","YDS","TDS","FL","FPTS"
"Seth McGowan","IND","RB79","32.7","140.1","1.5","5.3","42.2","0.2","0.1","30.8"
"George Holani","SEA","RB80","36.9","141.1","1.3","6.0","46.1","0.1","0.1","30.0"
"Nate Boerkircher","JAC","TE64","0.0","0.0","0.0","14.9","156.8","1.3","0.5","29.8"
"Jake Tonges","SF","TE65","0.0","0.0","0.0","14.8","146.9","1.2","0.0","29.2"
"Isaiah Bond","CLE","WR125","4.3","23.6","0.1","11.4","151.7","0.9","0.2","29.0"
"Zavion Thomas","CHI","WR126","0.0","0.0","0.0","12.6","154.1","1.2","0.1","28.7"
"Jaylin Lane","WAS","WR127","0.0","0.0","0.0","12.4","159.3","1.1","0.1","28.4"
"Skyler Bell","BUF","WR128","0.0","0.0","0.0","12.1","163.6","1.0","0.1","27.9"
"Drew Sample","CIN","TE66","0.0","0.0","0.0","15.2","123.2","1.1","0.1","26.3"
"Tutu Atwell","LAR","WR129","2.3","12.0","0.1","9.7","139.2","0.9","0.1","26.0"
"Nate Adkins","DEN","TE67","0.0","0.0","0.0","11.9","88.4","1.8","0.0","25.8"
"Ray Davis","BUF","RB81","34.7","150.6","0.5","4.9","39.0","0.2","0.1","25.6"
"Cade Stover","HOU","TE68","0.0","0.0","0.0","15.3","127.8","0.9","0.1","25.5"
"Jackson Hawes","BUF","TE69","0.0","0.0","0.0","10.6","115.1","1.4","0.0","25.4"
"Ben Sinnott","WAS","TE70","0.0","0.0","0.0","11.1","114.3","1.4","0.0","25.3"
"Olamide Zaccheaus","ATL","WR130","0.0","0.0","0.0","14.3","142.3","0.6","0.2","24.8"
"Jack Endries","CIN","TE71","0.0","0.0","0.0","13.0","123.0","1.0","0.0","24.8"
"Luke Schoonmaker","DAL","TE72","0.0","0.0","0.0","13.2","121.5","0.9","0.0","24.4"
"Colbie Young","CIN","WR131","0.0","0.0","0.0","10.6","131.4","1.0","0.1","24.2"
"Luke Musgrave","GB","TE73","0.0","0.0","0.0","13.7","132.3","0.7","0.0","24.1"
"Corey Kiner","NE","RB82","33.0","149.0","1.0","2.0","20.0","0.0","0.0","23.9"
"Ollie Gordon II","MIA","RB83","39.2","137.5","1.1","2.5","15.9","0.1","0.1","23.3"
"Roman Wilson","PIT","WR132","0.0","0.0","0.0","11.8","135.0","0.6","0.1","22.9"
"Foster Moreau","HOU","TE74","0.0","0.0","0.0","9.3","105.2","1.3","0.0","22.9"
"Bauer Sharp","TB","TE75","0.0","0.0","0.0","11.0","113.0","1.0","0.0","22.8"
"Ameer Abdullah","JAC","RB84","17.0","71.0","1.0","8.0","56.0","0.0","0.0","22.7"
"Brenen Thompson","LAC","WR133","2.1","11.3","0.1","9.5","121.7","0.7","0.1","22.7"
"Kendre Miller","NO","RB85","29.4","119.9","1.3","2.5","16.3","0.0","0.0","22.6"
"Dallen Bentley","DEN","TE76","0.0","0.0","0.0","12.0","104.0","1.0","0.0","22.4"
"Audric Estime","NO","RB86","30.0","122.0","1.0","3.0","24.0","0.0","0.0","22.1"
"Mo Alie-Cox","IND","TE77","0.0","0.0","0.0","10.6","113.7","0.9","0.1","22.1"
"Jacob Saylors","DET","RB87","23.2","100.7","1.0","4.2","30.1","0.2","0.1","22.0"
"Will Shipley","PHI","RB88","9.2","39.5","0.3","11.3","83.4","0.4","0.1","21.9"
"Charlie Woerner","ATL","TE78","0.0","0.0","0.0","13.5","114.4","0.6","0.0","21.7"
"Isaiah Williams","NYJ","WR134","2.2","12.7","0.1","11.7","114.3","0.4","0.1","21.6"
"Thomas Fidone II","NYG","TE79","0.0","0.0","0.0","10.0","101.0","1.0","0.0","21.1"
"Jared Wiley","KC","TE80","0.0","0.0","0.0","11.0","96.0","1.0","0.0","21.1"
"Elijah Sarratt","BAL","WR135","0.0","0.0","0.0","8.3","123.6","0.8","0.1","20.9"
"Eli Heidenreich","PIT","RB89","29.0","117.0","1.0","2.0","21.0","0.0","0.0","20.8"
"Tanner Hudson","CIN","TE81","0.0","0.0","0.0","11.0","95.7","0.9","0.0","20.7"
"Hunter Luepke","DAL","RB90","13.4","56.4","0.4","8.6","61.5","0.4","0.1","20.7"
"Kaytron Allen","WAS","RB91","23.6","110.8","0.7","3.0","25.7","0.1","0.0","20.0"
"Connor Heyward","LV","TE82","4.2","17.4","0.1","9.0","65.5","1.1","0.0","20.0"
"Jeremy McNichols","WAS","RB92","13.0","69.0","1.0","5.0","41.0","0.0","0.0","19.5"
"Raheim Sanders","CLE","RB93","29.0","107.0","1.0","2.0","17.0","0.0","0.0","19.4"
"Odell Beckham Jr.","NYG","WR136","0.0","0.0","0.0","9.2","113.1","0.6","0.1","19.3"
"Kylen Granson","TEN","TE83","0.0","0.0","0.0","10.0","83.0","1.0","0.0","19.3"
"Seydou Traore","MIA","TE84","0.0","0.0","0.0","9.0","88.0","1.0","0.0","19.3"
"Oscar Delp","NO","TE85","0.0","0.0","0.0","9.4","94.5","0.7","0.0","18.5"
"Nicholas Singleton","TEN","RB94","22.6","93.8","0.8","3.1","25.6","0.1","0.1","18.5"
"Demond Claiborne","MIN","RB95","21.6","96.2","0.7","3.3","25.2","0.1","0.0","18.5"
"Durham Smythe","BAL","TE86","0.0","0.0","0.0","8.9","86.4","0.9","0.0","18.2"
"Tahj Brooks","CIN","RB96","30.3","128.1","0.9","0.0","0.0","0.0","0.1","18.2"
"Tez Johnson","TB","WR137","4.4","23.2","0.2","6.7","77.5","0.6","0.1","18.1"
"Jimmy Horn Jr.","CAR","WR138","6.2","37.0","0.2","6.6","75.5","0.4","0.1","17.9"
"Jordan Whittington","LAR","WR139","2.3","12.1","0.1","7.5","84.7","0.6","0.1","17.6"
"Mitchell Evans","CAR","TE87","0.0","0.0","0.0","8.0","71.5","1.0","0.0","17.2"
"DJ Giddens","IND","RB97","22.3","92.9","0.7","2.6","20.0","0.1","0.0","17.1"
"Rasheen Ali","BAL","RB98","13.8","54.5","0.2","5.3","40.7","0.6","0.0","16.9"
"Payne Durham","TB","TE88","0.0","0.0","0.0","7.6","80.8","0.8","0.0","16.7"
"Konata Mumpfield","LAR","WR140","0.0","0.0","0.0","6.6","83.7","0.8","0.1","16.1"
"Max Klare","LAR","TE89","0.0","0.0","0.0","7.5","82.5","0.7","0.0","16.1"
"Grant Calcaterra","PHI","TE90","0.0","0.0","0.0","8.5","87.5","0.5","0.0","16.0"
"Jalen Royals","KC","WR141","0.0","0.0","0.0","6.8","78.1","0.6","0.1","14.9"
"Brevyn Spann-Ford","DAL","TE91","0.0","0.0","0.0","7.4","71.4","0.7","0.0","14.8"
"Tanner Koziol","JAC","TE92","0.0","0.0","0.0","7.0","73.8","0.6","0.0","14.7"
"KeAndre Lambert-Smith","LAC","WR142","0.0","0.0","0.0","6.4","80.6","0.6","0.1","14.6"
"Sam Roush","CHI","TE93","0.0","0.0","0.0","6.8","72.4","0.6","0.0","14.5"
"Michael Burton","CLE","RB99","6.6","13.8","0.6","5.1","33.3","0.6","0.0","14.0"
"Hunter Long","ARI","TE94","0.0","0.0","0.0","7.9","60.6","0.6","0.0","13.6"
"Josh Cuevas","BAL","TE95","0.0","0.0","0.0","5.7","66.4","0.6","0.0","13.3"
"Laquon Treadwell","IND","WR143","0.0","0.0","0.0","6.9","76.0","0.4","0.1","13.3"
"Josh Whyle","GB","TE96","0.0","0.0","0.0","6.8","59.6","0.7","0.0","13.3"
"Bo Melton","GB","WR144","2.2","13.0","0.1","5.0","65.1","0.4","0.1","13.2"
"Ian Thomas","LV","TE97","0.0","0.0","0.0","6.9","61.5","0.6","0.0","13.0"
"Dont'e Thornton Jr.","LV","WR145","0.0","0.0","0.0","6.0","83.0","0.3","0.1","13.0"
"Ko Kieft","TB","TE98","0.0","0.0","0.0","5.8","58.5","0.7","0.0","12.6"
"Andrew Beck","NYJ","TE99","0.5","4.0","0.0","4.6","31.8","1.1","0.0","12.5"
"Alec Ingold","LAC","RB100","2.1","8.6","0.1","7.9","58.7","0.2","0.1","12.4"
"Barion Brown","NO","WR146","0.0","0.0","0.0","5.9","74.3","0.3","0.1","12.3"
"Drew Ogletree","IND","TE100","0.0","0.0","0.0","5.8","55.6","0.6","0.0","12.2"
"Blake Whiteheart","CLE","TE101","0.0","0.0","0.0","7.1","63.4","0.3","0.1","11.9"
"Tay Martin","DET","WR147","4.7","25.7","0.3","3.4","40.7","0.3","0.1","11.5"
"Isaac Guerendo","SF","RB101","12.5","61.0","0.5","1.5","14.5","0.0","0.0","11.3"
"Malachi Corley","CLE","WR148","6.4","43.9","0.2","3.4","33.7","0.1","0.1","11.2"
"Chris Manhertz","NYG","TE102","0.0","0.0","0.0","5.4","50.6","0.6","0.0","11.1"
"Kevin Austin Jr.","NO","WR149","0.0","0.0","0.0","5.3","64.5","0.3","0.1","10.6"
"Devin Singletary","NYG","RB102","17.5","65.0","0.5","0.5","5.0","0.0","0.0","10.3"
"Kene Nwangwu","NYJ","RB103","15.5","66.0","0.5","0.0","2.0","0.0","0.0","9.8"
"Bam Knight","ARI","RB104","13.0","43.0","0.5","1.5","10.0","0.0","0.0","9.1"
"Derius Davis","LAC","WR150","2.1","11.0","0.1","3.5","38.1","0.3","0.1","8.6"
"Dohnte Meyers","CIN","WR151","0.0","0.0","0.0","3.7","42.6","0.4","0.0","8.3"
"Xavier Smith","LAR","WR152","0.0","0.0","0.0","3.6","44.3","0.3","0.0","8.1"
"Efton Chism III","NE","WR153","0.0","0.0","0.0","3.5","42.7","0.3","0.0","7.8"
"Jacob Cowing","SF","WR154","0.0","0.0","0.0","3.3","44.1","0.3","0.0","7.7"
"Jackson Meeks","DET","WR155","0.0","0.0","0.0","3.9","37.2","0.3","0.0","7.5"
"Max Bredeson","MIN","RB105","2.0","8.5","0.1","4.5","29.5","0.2","0.0","7.4"
"Josh Cameron","JAC","WR156","0.0","0.0","0.0","3.2","39.9","0.2","0.0","7.0"
"Tai Felton","MIN","WR157","0.0","0.0","0.0","3.7","37.0","0.2","0.0","6.9"
"Jonathan Mingo","DAL","WR158","0.0","0.0","0.0","2.9","40.5","0.3","0.0","6.9"
"Luke Farrell","SF","TE103","0.0","0.0","0.0","3.8","36.0","0.3","0.0","6.9"
"Eric Saubert","SEA","TE104","0.0","0.0","0.0","3.4","34.4","0.3","0.0","6.9"
"Darius Cooper","PHI","WR159","0.0","0.0","0.0","3.3","37.7","0.3","0.0","6.8"
"Johnny Mundt","PHI","TE105","0.0","0.0","0.0","3.5","35.4","0.2","0.0","6.5"
"Reggie Virgil","ARI","WR160","0.0","0.0","0.0","3.4","39.2","0.1","0.0","6.4"
"Carsen Ryan","CLE","TE106","0.0","0.0","0.0","3.8","33.8","0.2","0.0","6.2"
"Brycen Tremayne","CAR","WR161","0.0","0.0","0.0","3.3","36.0","0.2","0.0","6.1"
"Riley Nowakowski","PIT","TE107","0.0","0.0","0.0","4.3","29.2","0.2","0.0","6.0"
"Reggie Gilliam","NE","RB106","0.0","0.0","0.0","4.1","29.9","0.2","0.0","5.9"
"Patrick Ricard","NYG","RB107","0.0","0.0","0.0","3.9","26.8","0.1","0.0","5.4"
"Kaleb Johnson","GB","RB108","5.3","22.7","0.2","0.9","6.7","0.0","0.0","4.8"
"Arian Smith","NYJ","WR162","4.4","23.7","0.2","0.0","0.0","0.0","0.0","3.5"
"Ben Skowronek","PIT","WR163","0.0","0.0","0.0","1.8","16.9","0.1","0.0","3.0"
"British Brooks","HOU","RB109","4.2","18.0","0.1","0.0","0.0","0.0","0.0","2.4"
"Kameron Johnson","TB","WR164","2.2","12.1","0.1","0.0","0.0","0.0","0.0","1.8"
"Kaden Wetjen","PIT","WR165","2.1","11.7","0.1","0.0","0.0","0.0","0.0","1.6"
"Gunner Olszewski","NYG","WR166","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Devin Duvernay","ARI","WR167","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Tylan Wallace","CLE","WR168","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Skyy Moore","GB","WR169","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Xavier Weaver","ARI","WR170","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Dareke Young","LV","WR171","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jalen Brooks","ARI","WR172","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Nikko Remigio","KC","WR173","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Tyrell Shavers","BUF","WR174","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Mason Tipton","NO","WR175","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"LaJohntay Wester","BAL","WR176","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Ke'Shawn Williams","CIN","WR177","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Myles Price","MIN","WR178","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Quintin Morris","JAC","TE108","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Cole Turner","MIA","TE109","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jelani Woods","NYJ","TE110","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Julian Hill","NE","TE111","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Tip Reiman","ARI","TE112","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Joe Royer","CLE","TE113","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jerome Ford","WAS","RB110","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Devin Neal","NO","RB111","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Tyler Badie","DEN","RB112","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Trey Benson","ARI","RB113","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Trevor Etienne","CAR","RB114","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Dylan Laube","LV","RB115","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Sione Vaki","DET","RB116","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Chris Collier","LV","RB117","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
""
""
