"Player","Team","POS","ATT","YDS","TDS","REC","YDS","TDS","FL","FPTS"
"Ollie Gordon II","MIA","RB80","49.4","202.8","1.2","3.9","27.8","0.1","0.2","32.7"
"Colbie Young","CIN","WR130","0.0","0.0","0.0","14.0","175.9","1.3","0.1","32.3"
"Jeremy Ruckert","NYJ","TE63","0.0","0.0","0.0","19.7","146.3","1.3","0.0","32.0"
"Ray Davis","BUF","RB81","32.3","137.8","1.1","7.8","60.0","0.4","0.2","32.0"
"Emmett Johnson","KC","RB82","39.7","165.1","1.3","5.2","41.1","0.2","0.1","31.9"
"DJ Giddens","IND","RB83","33.6","141.5","1.0","8.5","56.8","0.3","0.2","31.6"
"Phil Mafah","DAL","RB84","32.0","142.0","2.0","4.0","34.0","0.0","0.0","31.6"
"Ty Chandler","NO","RB85","51.0","138.0","1.0","12.0","57.0","0.0","0.0","31.5"
"Ja'Tavion Sanders","CAR","TE64","0.0","0.0","0.0","18.9","167.9","0.9","0.0","31.5"
"George Holani","SEA","RB86","36.9","141.6","1.3","6.0","46.1","0.1","0.1","30.0"
"Drew Sample","CIN","TE65","0.0","0.0","0.0","17.3","146.0","1.2","0.1","29.9"
"Nate Boerkircher","JAC","TE66","0.0","0.0","0.0","14.9","156.8","1.3","0.5","29.8"
"Jaylin Lane","WAS","WR131","0.0","0.0","0.0","12.4","159.6","1.1","0.1","28.4"
"Malachi Fields","NYG","WR132","0.0","0.0","0.0","13.2","157.5","0.9","0.1","27.4"
"Brashard Smith","KC","RB87","25.0","89.5","0.5","10.5","71.0","0.5","0.0","27.3"
"Xavier Hutchinson","HOU","WR133","2.1","12.4","0.1","12.5","152.1","0.7","0.1","27.3"
"Nick Vannett","SEA","TE67","0.0","0.0","0.0","10.0","96.0","2.0","0.0","26.6"
"Dont'e Thornton Jr.","LV","WR134","0.0","0.0","0.0","12.1","167.6","0.6","0.1","26.2"
"Odell Beckham Jr.","NYG","WR135","0.0","0.0","0.0","12.4","152.1","0.8","0.1","26.1"
"Nate Adkins","DEN","TE68","0.0","0.0","0.0","11.9","88.3","1.8","0.0","25.7"
"Cade Stover","HOU","TE69","0.0","0.0","0.0","15.2","128.1","0.9","0.1","25.5"
"Isaiah Bond","CLE","WR136","4.3","23.5","0.1","9.9","130.1","0.8","0.1","25.4"
"Jackson Hawes","BUF","TE70","0.0","0.0","0.0","10.5","115.1","1.4","0.0","25.4"
"Ben Sinnott","WAS","TE71","0.0","0.0","0.0","11.1","114.4","1.4","0.0","25.3"
"Zack Kuntz","DAL","TE72","0.0","0.0","0.0","12.0","128.0","1.0","0.0","24.8"
"Jack Endries","CIN","TE73","0.0","0.0","0.0","13.0","123.0","1.0","0.0","24.8"
"Luke Schoonmaker","DAL","TE74","0.0","0.0","0.0","13.2","121.6","0.9","0.0","24.4"
"Konata Mumpfield","LAR","WR137","0.0","0.0","0.0","9.9","126.7","1.2","0.1","24.3"
"Will Mallory","IND","TE75","0.0","0.0","0.0","11.0","126.0","1.0","0.0","24.1"
"Jam Miller","NE","RB88","33.0","145.0","1.0","2.0","25.0","0.0","0.0","24.0"
"Jeremy McNichols","WAS","RB89","17.0","88.0","1.0","7.0","53.0","0.0","0.0","23.6"
"Charlie Woerner","ATL","TE76","0.0","0.0","0.0","14.5","127.3","0.6","0.0","23.5"
"Salvon Ahmed","CHI","RB90","35.0","154.0","1.0","1.0","12.0","0.0","0.0","23.1"
"Grant Calcaterra","PHI","TE77","0.0","0.0","0.0","11.0","115.5","1.0","0.0","23.1"
"Foster Moreau","HOU","TE78","0.0","0.0","0.0","9.3","105.6","1.3","0.0","22.9"
"Roman Wilson","PIT","WR138","0.0","0.0","0.0","11.8","134.9","0.6","0.1","22.9"
"Bauer Sharp","TB","TE79","0.0","0.0","0.0","11.0","113.0","1.0","0.0","22.8"
"Jarquez Hunter","LAR","RB91","32.0","148.0","1.0","1.0","14.0","0.0","0.0","22.7"
"Tanner Hudson","CIN","TE80","0.0","0.0","0.0","13.0","110.0","0.9","0.1","22.7"
"Brenen Thompson","LAC","WR139","2.1","11.3","0.1","9.5","121.3","0.7","0.1","22.6"
"Mack Hollins","NE","WR140","0.0","0.0","0.0","10.8","126.7","0.8","0.1","22.6"
"Cam Grandy","CIN","TE81","0.0","0.0","0.0","13.0","100.0","1.0","0.0","22.5"
"Dallen Bentley","DEN","TE82","0.0","0.0","0.0","12.0","104.0","1.0","0.0","22.4"
"Dameon Pierce","PHI","RB92","35.0","161.0","1.0","0.0","0.0","0.0","0.0","22.1"
"Audric Estime","NO","RB93","30.0","122.0","1.0","3.0","24.0","0.0","0.0","22.1"
"Demond Claiborne","MIN","RB94","27.7","121.6","0.9","3.3","25.2","0.1","0.1","22.0"
"Will Shipley","PHI","RB95","9.3","39.6","0.3","11.3","83.5","0.4","0.1","21.9"
"Carlos Washington Jr.","MIA","RB96","31.0","130.0","1.0","2.0","19.0","0.0","0.0","21.9"
"Devontez Walker","BAL","WR141","0.0","0.0","0.0","8.7","124.1","0.9","0.1","21.8"
"Mo Alie-Cox","IND","TE83","0.0","0.0","0.0","10.8","111.0","0.9","0.1","21.7"
"Seth McGowan","IND","RB97","22.3","96.6","1.2","3.2","26.9","0.1","0.0","21.5"
"Thomas Fidone II","NYG","TE84","0.0","0.0","0.0","10.0","101.0","1.0","0.0","21.1"
"Jared Wiley","KC","TE85","0.0","0.0","0.0","11.0","96.0","1.0","0.0","21.1"
"Najee Harris","LAC","RB98","28.0","120.0","1.0","2.0","18.0","0.0","0.0","20.8"
"Hunter Luepke","DAL","RB99","13.3","56.1","0.4","8.6","61.7","0.4","0.1","20.7"
"Connor Heyward","LV","TE86","4.2","17.6","0.1","9.0","65.9","1.1","0.0","20.0"
"Kaytron Allen","WAS","RB100","23.6","110.8","0.7","3.0","25.7","0.1","0.0","20.0"
"Josh Whyle","GB","TE87","0.0","0.0","0.0","10.0","87.0","1.0","0.0","19.7"
"Kyle Williams","NE","WR142","4.1","22.3","0.2","6.4","91.5","0.6","0.1","18.8"
"Durham Smythe","BAL","TE88","0.0","0.0","0.0","9.8","94.0","0.7","0.1","18.6"
"Tahj Brooks","CIN","RB101","30.6","129.4","0.9","0.0","0.0","0.0","0.1","18.3"
"Tez Johnson","TB","WR143","4.4","23.3","0.2","6.7","77.6","0.6","0.1","18.1"
"Devin Neal","NO","RB102","22.5","90.0","1.0","2.5","17.5","0.0","0.0","18.0"
"Jimmy Horn Jr.","CAR","WR144","6.2","36.8","0.2","6.7","75.4","0.4","0.1","17.8"
"Devin Singletary","NYG","RB103","22.3","89.2","0.6","4.2","26.3","0.1","0.1","17.7"
"Nicholas Singleton","TEN","RB104","20.3","83.4","0.6","4.3","29.9","0.2","0.1","17.5"
"Mitchell Evans","CAR","TE89","0.0","0.0","0.0","8.0","71.0","1.0","0.0","17.1"
"Jerome Ford","WAS","RB105","17.5","97.0","0.5","4.0","23.0","0.0","0.0","17.0"
"Payne Durham","TB","TE90","0.0","0.0","0.0","7.6","80.8","0.8","0.0","16.7"
"Joe Royer","CLE","TE91","0.0","0.0","0.0","8.8","81.6","0.7","0.0","16.5"
"Max Klare","LAR","TE92","0.0","0.0","0.0","7.5","82.6","0.7","0.0","16.1"
"Tyler Badie","DEN","RB106","4.1","17.7","0.1","8.0","65.5","0.4","0.1","15.1"
"Jalen Royals","KC","WR145","0.0","0.0","0.0","6.8","78.0","0.6","0.1","14.8"
"Brevyn Spann-Ford","DAL","TE93","0.0","0.0","0.0","7.4","70.9","0.7","0.0","14.8"
"Tanner Koziol","JAC","TE94","0.0","0.0","0.0","7.0","73.8","0.6","0.0","14.7"
"Devin Culp","TB","TE95","0.0","0.0","0.0","5.5","59.0","1.0","0.0","14.7"
"KeAndre Lambert-Smith","LAC","WR146","0.0","0.0","0.0","6.4","80.4","0.6","0.1","14.5"
"Sam Roush","CHI","TE96","0.0","0.0","0.0","6.8","72.9","0.6","0.0","14.5"
"Michael Burton","CLE","RB107","6.6","13.8","0.6","5.1","33.2","0.6","0.0","14.0"
"Isaac Guerendo","SF","RB108","16.5","80.0","0.5","2.0","18.5","0.0","0.0","13.9"
"Tip Reiman","ARI","TE97","0.0","0.0","0.0","7.9","62.2","0.6","0.0","13.8"
"Jack Stoll","CLE","TE98","0.0","0.0","0.0","7.3","63.2","0.6","0.0","13.4"
"Hunter Long","JAC","TE99","0.0","0.0","0.0","5.0","45.0","1.0","0.0","13.0"
"Anthony Gould","IND","WR147","0.0","0.0","0.0","7.0","74.5","0.3","0.1","12.8"
"Trevor Etienne","CAR","RB109","12.3","52.5","0.3","4.1","29.2","0.1","0.1","12.7"
"Malik Benson","LV","WR148","0.0","0.0","0.0","6.4","79.3","0.3","0.1","12.5"
"Andrew Beck","NYJ","TE100","0.5","4.0","0.0","4.6","31.6","1.1","0.0","12.5"
"Alec Ingold","LAC","RB110","2.1","8.6","0.1","7.9","58.5","0.2","0.1","12.4"
"Greg Dortch","DET","WR149","4.6","24.0","0.4","4.1","39.7","0.3","0.1","12.1"
"Chris Manhertz","NYG","TE101","0.0","0.0","0.0","5.4","50.7","0.6","0.0","11.1"
"Lucas Krull","DEN","TE102","0.0","0.0","0.0","6.0","44.5","0.5","0.0","10.5"
"Bo Melton","GB","WR150","4.5","26.0","0.1","2.9","37.5","0.3","0.1","10.0"
"Tyrell Shavers","BUF","WR151","0.0","0.0","0.0","4.0","52.2","0.3","0.0","9.0"
"Derius Davis","LAC","WR152","2.1","11.0","0.1","3.5","38.0","0.3","0.1","8.6"
"Adam Prentice","DEN","RB111","4.1","17.4","0.1","4.1","29.8","0.2","0.0","8.4"
"Malachi Corley","CLE","WR153","6.4","43.8","0.2","1.7","16.5","0.1","0.1","8.3"
"Xavier Smith","LAR","WR154","0.0","0.0","0.0","3.6","44.4","0.3","0.0","8.1"
"Isaiah Williams","NYJ","WR155","2.2","12.7","0.1","3.8","35.8","0.1","0.1","8.1"
"Mitch Tinsley","CIN","WR156","0.0","0.0","0.0","3.3","41.7","0.4","0.0","8.1"
"CJ Daniels","LAR","WR157","0.0","0.0","0.0","3.4","42.8","0.3","0.0","7.9"
"Luke Farrell","SF","TE103","0.0","0.0","0.0","4.2","40.7","0.3","0.0","7.9"
"Justin Joly","DEN","TE104","0.0","0.0","0.0","4.0","37.7","0.3","0.0","7.5"
"Max Bredeson","MIN","RB112","2.0","8.5","0.1","4.5","29.4","0.2","0.0","7.4"
"Ko Kieft","TB","TE105","0.0","0.0","0.0","3.7","36.1","0.3","0.0","7.2"
"CJ Dippre","NE","TE106","0.0","0.0","0.0","3.9","37.3","0.3","0.0","7.2"
"Kendre Miller","NO","RB113","12.9","54.8","0.3","0.0","0.0","0.0","0.0","7.2"
"Tyler Conklin","DET","TE107","0.0","0.0","0.0","3.7","38.0","0.3","0.0","7.1"
"Oscar Delp","NO","TE108","0.0","0.0","0.0","3.9","36.5","0.2","0.0","7.0"
"Justin Watson","HOU","WR158","0.0","0.0","0.0","3.1","41.6","0.2","0.0","7.0"
"Josh Cuevas","BAL","TE109","0.0","0.0","0.0","3.3","35.8","0.3","0.0","6.9"
"Jonathan Mingo","DAL","WR159","0.0","0.0","0.0","2.9","40.6","0.3","0.0","6.9"
"Tai Felton","MIN","WR160","0.0","0.0","0.0","3.7","37.1","0.2","0.0","6.9"
"Eric Saubert","SEA","TE110","0.0","0.0","0.0","3.4","34.4","0.3","0.0","6.9"
"Drew Ogletree","IND","TE111","0.0","0.0","0.0","3.7","35.3","0.3","0.0","6.9"
"Darius Cooper","PHI","WR161","0.0","0.0","0.0","3.3","37.7","0.3","0.0","6.8"
"Barion Brown","NO","WR162","0.0","0.0","0.0","3.3","39.9","0.2","0.0","6.7"
"Laquon Treadwell","IND","WR163","0.0","0.0","0.0","3.5","36.9","0.2","0.0","6.5"
"Johnny Mundt","PHI","TE112","0.0","0.0","0.0","3.5","35.4","0.2","0.0","6.5"
"Reggie Virgil","ARI","WR164","0.0","0.0","0.0","3.4","39.3","0.1","0.0","6.4"
"Ian Thomas","LV","TE113","0.0","0.0","0.0","3.8","35.9","0.2","0.0","6.3"
"Brycen Tremayne","CAR","WR165","0.0","0.0","0.0","3.3","35.9","0.2","0.0","6.1"
"Riley Nowakowski","PIT","TE114","0.0","0.0","0.0","4.3","29.1","0.2","0.0","6.0"
"Reggie Gilliam","NE","RB114","0.0","0.0","0.0","4.1","29.8","0.2","0.0","5.9"
"Patrick Ricard","NYG","RB115","0.0","0.0","0.0","3.9","26.9","0.1","0.0","5.5"
"Kaleb Johnson","PIT","RB116","8.6","35.8","0.2","0.0","0.0","0.0","0.0","4.8"
"Arian Smith","NYJ","WR166","4.3","23.7","0.2","0.0","0.0","0.0","0.0","3.4"
"Ben Skowronek","PIT","WR167","0.0","0.0","0.0","1.8","16.9","0.1","0.0","3.0"
"British Brooks","HOU","RB117","4.2","18.0","0.1","0.0","0.0","0.0","0.0","2.4"
"Kameron Johnson","TB","WR168","2.2","12.1","0.1","0.0","0.0","0.0","0.0","1.8"
"Kaden Wetjen","PIT","WR169","2.1","11.7","0.1","0.0","0.0","0.0","0.0","1.6"
"David Moore","CAR","WR170","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Braxton Berrios","NYG","WR171","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Devin Duvernay","ARI","WR172","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Mason Kinsey","TEN","WR173","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Michael Bandy","DEN","WR174","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Skyy Moore","GB","WR175","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Britain Covey","PHI","WR176","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Dareke Young","LV","WR177","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jacob Cowing","SF","WR178","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Charlie Jones","CIN","WR179","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jalen Brooks","ARI","WR180","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Nikko Remigio","KC","WR181","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jeshaun Jones","MIN","WR182","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Mason Tipton","NO","WR183","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Efton Chism III","NE","WR184","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"LaJohntay Wester","BAL","WR185","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Ke'Shawn Williams","CIN","WR186","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Myles Price","MIN","WR187","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Gage Larvadain","CLE","WR188","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Josh Cameron","JAC","WR189","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Quintin Morris","JAC","TE115","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Cole Turner","MIA","TE116","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jelani Woods","NYJ","TE117","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Blake Whiteheart","CLE","TE118","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Julian Hill","NE","TE119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"DeeJay Dallas","JAC","RB118","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Kene Nwangwu","NYJ","RB119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Bam Knight","ARI","RB120","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Trey Benson","ARI","RB121","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jacob Saylors","DET","RB122","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Zavier Scott","MIN","RB123","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Rasheen Ali","BAL","RB124","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Dylan Laube","LV","RB125","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Chris Collier","LV","RB126","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Josh Williams","TB","RB127","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
""
""
